iteration	traits	posterior_prob	regional_prob	candidate_snp	posterior_explained_by_snp	dropped_trait
4	hct, hgb, rbc	0.9886	1	6:43804571	0.9248	NA
4	hct, hgb, rbc	0.9886	1	6:43804571	0.9248	NA
4	hct, hgb, rbc	0.9886	1	6:43804571	0.9248	NA
4	hct, hgb, rbc	0.9886	1	6:43804571	0.9248	NA
4	hct, hgb, rbc	0.9886	1	6:43804571	0.9248	NA
4	hct, hgb, rbc	0.9886	1	6:43804571	0.9248	NA
4	hct, hgb, rbc	0.9886	1	6:43804571	0.9248	NA
4	hct, hgb, rbc	0.9886	1	6:43804571	0.9248	NA
6	mch, mcv	0.9987	0.9987	6:44178471	1	NA
4	hct, hgb, rbc	0.9886	1	6:43804571	0.9248	NA
6	mch, mcv	0.9972	0.9992	6:44191920	0.8494	NA
3	hct, hgb, hlr, Klarin_HDL, Klarin_TG, rbc, ret	0.8135	0.8717	6:43804571	0.9548	NA
9	mch, mcv	0.9972	0.9992	6:44191920	0.8494	NA
3	hct, hgb, hlr, Klarin_HDL, Klarin_TG, rbc, ret	0.8135	0.8717	6:43804571	0.9548	NA
9	mch, mcv	0.9972	0.9992	6:44191920	0.8494	NA
3	hct, hgb, hlr, Klarin_HDL, Klarin_TG, rbc, ret	0.8135	0.8717	6:43804571	0.9548	NA
9	mch, mcv	0.9972	0.9992	6:44191920	0.8494	NA
3	gran_p_myeloid_wbc, mono, mono_p	0.9974	0.9998	6:44561094	0.9983	NA
3	gran_p_myeloid_wbc, mono, mono_p	0.9974	0.9998	6:44561094	0.9983	NA
3	gran_p_myeloid_wbc, mono, mono_p	0.9974	0.9998	6:44561094	0.9983	NA
1	lymph, SCZ	0.9375	0.9752	6:44823727	1	NA
1	lymph, wbc	0.8881	0.9212	6:411064	0.4562	NA
4	eo_p, eo_p_gran, neut_p_gran	0.9575	1	6:564515	0.5359	NA
1	lymph, wbc	0.8881	0.9212	6:411064	0.4562	NA
4	eo_p, eo_p_gran, neut_p_gran	0.9575	1	6:564515	0.5359	NA
1	bipolar, SCZ	0.9803	1	6:54839594	0.8938	NA
1	bipolar, SCZ	1	1	6:56611336	1	NA
1	lymph, wbc	0.8877	0.9212	6:411064	0.4562	NA
4	eo_p, eo_p_gran, neut_p_gran	0.9575	1	6:564515	0.5359	NA
1	lymph, wbc	0.8877	0.9212	6:411064	0.4562	NA
3	eo_p, eo_p_gran, neut_p_gran	0.9575	1	6:564515	0.5359	NA
1	lymph, wbc	0.8877	0.9212	6:411064	0.4562	NA
3	eo_p, eo_p_gran, neut_p_gran	0.9575	1	6:564515	0.5359	NA
1	lymph, wbc	0.8878	0.9212	6:411064	0.4562	NA
3	eo_p, eo_p_gran, neut_p_gran	0.9575	1	6:564515	0.5359	NA
1	bipolar, SCZ	0.9997	1	6:64619150	1	NA
10	gran_p_myeloid_wbc, pdw	0.8699	0.8809	6:6926514	0.2504	NA
1	bipolar, SCZ	1	1	6:7302035	1	NA
1	bipolar, SCZ	0.9018	1	6:7793274	1	NA
2	hgb, mch	0.7519	0.774	6:7720539	0.1988	NA
1	bipolar, SCZ	0.9018	1	6:7793274	1	NA
2	hgb, mch	0.7519	0.774	6:7720539	0.1988	NA
3	hgb, mch	0.7518	0.774	6:7720539	0.1988	NA
3	hgb, mch	0.7518	0.7739	6:7720539	0.1988	NA
3	hgb, mch	0.7518	0.7739	6:7720539	0.1988	NA
1	bipolar, UKBB_sbp	0.9404	0.9996	6:79718795	0.7651	NA
1	bipolar, UKBB_sbp	0.9404	0.9996	6:79718795	0.7651	NA
2	baso, baso_p, baso_p_gran, gran_p_myeloid_wbc, mono, mono_p, neut_p	0.9899	0.9996	6:82463376	1	NA
1	bipolar, SCZ	0.9815	1	6:84307328	0.5375	NA
1	bipolar, SCZ	0.9815	1	6:84307328	0.5375	NA
1	bipolar, SCZ	0.9815	1	6:84307328	0.5375	NA
1	crohns, eo_p, eo_p_gran, gran_p_myeloid_wbc, ibd, mch, mcv, mono_p, neut_p_gran, Asthma	0.8588	0.9954	6:90944831	0.5881	NA
2	bipolar, SCZ	1	1	6:90913244	1	NA
1	crohns, eo_p, eo_p_gran, gran_p_myeloid_wbc, ibd, mch, mcv, mono_p, neut_p_gran, Asthma	0.8588	0.9954	6:90944831	0.5881	NA
2	bipolar, SCZ	1	1	6:90913244	1	NA
1	crohns, eo_p, eo_p_gran, gran_p_myeloid_wbc, ibd, mch, mcv, mono_p, neut_p_gran, Asthma	0.8588	0.9954	6:90944831	0.5881	NA
2	bipolar, SCZ	1	1	6:90913244	1	NA
1	crohns, eo_p, eo_p_gran, gran_p_myeloid_wbc, ibd, mch, mcv, mono_p, neut_p_gran, Asthma	0.8588	0.9954	6:90944831	0.5881	NA
2	bipolar, SCZ	1	1	6:90913244	1	NA
1	crohns, eo_p, eo_p_gran, gran_p_myeloid_wbc, ibd, mch, mcv, mono_p, neut_p_gran, Asthma	0.8588	0.9954	6:90944831	0.5881	NA
2	bipolar, SCZ	1	1	6:90913244	1	NA
1	bipolar, SCZ	0.9805	1	6:96394424	1	NA
1	bipolar, SCZ	0.9805	1	6:96394424	1	NA
1	bipolar, SCZ	0.9991	1	6:97115300	0.992	NA
1	bipolar, SCZ	0.9991	1	6:97115300	0.992	NA
1	bipolar, SCZ	0.9991	1	6:97115300	0.992	NA
1	bipolar, SCZ	0.9991	1	6:97115300	0.992	NA
1	bipolar, SCZ	0.9991	1	6:97115300	0.992	NA
1	bipolar, DepAffect, SCZ	0.7603	0.9291	6:98576223	1	NA
1	bipolar, DepAffect, SCZ	0.7587	0.9291	6:98576223	1	NA
1	bipolar, DepAffect, SCZ	0.7491	0.9289	6:98576223	0.9515	NA
1	bipolar, DepAffect, SCZ	0.7489	0.9289	6:98576223	0.9515	NA
1	bipolar, DepAffect, SCZ	0.7463	0.9289	6:98576223	0.9515	NA
1	bipolar, DepAffect, SCZ	0.7459	0.9289	6:98576223	0.9515	NA
1	bipolar, DepAffect, SCZ	0.7454	0.9289	6:98576223	0.9515	NA
1	bipolar, DepAffect, SCZ	0.7444	0.9289	6:98576223	0.9515	NA
1	bipolar, DepAffect, SCZ	0.7444	0.9289	6:98576223	0.9515	NA
1	bipolar, DepAffect, SCZ	0.7437	0.9289	6:98576223	0.9515	NA
1	bipolar, DepAffect, SCZ	0.7432	0.9289	6:98576223	0.9515	NA
1	bipolar, DepAffect, SCZ	0.7423	0.9289	6:98576223	0.9515	NA
1	bipolar, DepAffect, SCZ	0.7423	0.9289	6:98576223	0.9515	NA
1	bipolar, DepAffect, SCZ	0.7422	0.9289	6:98576223	0.9515	NA
1	bipolar, DepAffect, SCZ	0.7422	0.9289	6:98576223	0.9515	NA
1	bipolar, DepAffect, SCZ	0.7422	0.9289	6:98576223	0.9515	NA
1	bipolar, DepAffect, SCZ	0.7422	0.9289	6:98576223	0.9515	NA
1	bipolar, DepAffect, SCZ	0.7438	0.9289	6:98576223	0.9515	NA
1	bipolar, DepAffect, SCZ	0.7713	0.9289	6:98576223	0.9515	NA
1	bipolar, DepAffect, SCZ	0.7713	0.9289	6:98576223	0.9515	NA
1	bipolar, DepAffect, SCZ	0.7921	0.9289	6:98576223	0.9515	NA
1	bipolar, DepAffect, SCZ	0.7938	0.9289	6:98576223	0.9515	NA
1	bipolar, DepAffect, SCZ	0.7938	0.9289	6:98576223	0.9515	NA
1	bipolar, DepAffect, SCZ	0.7938	0.9289	6:98576223	0.9515	NA
1	bipolar, DepAffect, SCZ	0.7938	0.9289	6:98576223	0.9515	NA
1	bipolar, DepAffect, SCZ	0.816	0.9289	6:98576223	0.9515	NA
1	bipolar, DepAffect, SCZ	0.8161	0.9289	6:98576223	0.9515	NA
1	bipolar, DepAffect, SCZ	0.8141	0.9289	6:98576223	0.9515	NA
1	bipolar, DepAffect, SCZ	0.8232	0.9289	6:98576223	0.9515	NA
1	bipolar, DepAffect, SCZ	0.8244	0.9289	6:98576223	0.9515	NA
1	bipolar, DepAffect, SCZ	0.87	0.9289	6:98576223	0.9515	NA
1	bipolar, DepAffect, SCZ	0.8707	0.9289	6:98576223	0.9515	NA
1	bipolar, SCZ	1	1	6:99464954	1	NA
1	bipolar, SCZ	1	1	6:99464954	1	NA
2	hct, hgb, rbc	0.9858	1	7:100321528	0.8427	NA
3	bipolar, SCZ	1	1	7:100013457	1	NA
2	hct, hgb, rbc	0.871	1	7:100321528	0.8427	NA
3	bipolar, SCZ	1	1	7:100013457	1	NA
3	hct, hgb, rbc	0.871	1	7:100321528	0.8427	NA
5	crohns, Klarin_LDL, T2D	0.7978	0.8368	7:100313420	0.4906	NA
3	hct, hgb, rbc	0.871	1	7:100321528	0.8427	NA
5	crohns, Klarin_LDL, T2D	0.7978	0.8368	7:100313420	0.4906	NA
3	hct, hgb, rbc	0.871	1	7:100321528	0.8427	NA
5	crohns, Klarin_LDL, T2D	0.7977	0.8368	7:100313420	0.4906	NA
3	hct, hgb, rbc	0.871	1	7:100321528	0.8427	NA
5	crohns, Klarin_LDL, T2D	0.7975	0.8368	7:100313420	0.4906	NA
3	hct, hgb, rbc	0.871	1	7:100321528	0.8427	NA
5	crohns, Klarin_LDL, T2D	0.7975	0.8368	7:100313420	0.4906	NA
3	hct, hgb, rbc	0.871	1	7:100321528	0.8427	NA
5	crohns, Klarin_LDL, T2D	0.7975	0.8368	7:100313420	0.4906	NA
4	hct, hgb, rbc	0.871	1	7:100321528	0.8427	NA
6	crohns, Klarin_LDL, T2D	0.797	0.8368	7:100313420	0.4906	NA
4	hct, hgb, rbc	0.871	1	7:100321528	0.8427	NA
6	crohns, Klarin_LDL, T2D	0.7966	0.8368	7:100313420	0.4906	NA
4	hct, hgb, rbc	0.871	1	7:100321528	0.8427	NA
6	crohns, Klarin_LDL, T2D	0.7966	0.8368	7:100313420	0.4906	NA
4	hct, hgb, rbc	0.871	1	7:100321528	0.8427	NA
5	crohns, Klarin_LDL, T2D	0.7889	0.8367	7:100313420	0.4906	NA
1	bipolar, SCZ	0.9141	1	7:106357487	1	NA
3	cad, UKBB_sbp	0.9839	0.9859	7:106410777	0.991	NA
1	DepAffect, SCZ	0.8798	0.9976	7:109118570	1	NA
1	bipolar, SCZ	0.9966	1	7:110918507	1	NA
1	bipolar, SCZ	0.9966	1	7:110918507	1	NA
1	bipolar, SCZ	0.9966	1	7:110918507	1	NA
1	bipolar, SCZ	0.9966	1	7:110918507	1	NA
1	bipolar, SCZ	1	1	7:114139684	1	NA
6	mpv, pdw	0.977	1	7:116537538	0.2688	NA
5	mpv, rbc	0.7456	0.8111	7:116503489	0.1568	NA
1	bipolar, SCZ	0.8155	1	7:121151589	1	NA
1	bipolar, SCZ	0.8155	1	7:121151589	1	NA
1	pct, plt, ret, ret_p	0.9467	0.9999	7:123411223	0.2344	NA
1	pct, plt, ret, ret_p	0.9467	0.9999	7:123411223	0.2344	NA
1	DepAffect, SCZ	0.9005	0.9854	7:126059071	1	NA
1	DepAffect, SCZ	0.9219	0.9854	7:126059071	1	NA
1	bipolar, DepAffect, Worry	0.7038	0.9259	7:126389408	0.7208	NA
1	bipolar, DepAffect, Worry	0.7043	0.9259	7:126389408	0.7208	NA
2	SCZ, Worry	0.904	0.9715	7:127175236	0.9999	NA
2	SCZ, Worry	0.9035	0.9715	7:127175236	0.9999	NA
2	SCZ, Worry	0.9034	0.9715	7:127175236	0.9999	NA
2	SCZ, Worry	0.9033	0.9715	7:127175236	0.9999	NA
2	SCZ, Worry	0.9033	0.9715	7:127175236	0.9999	NA
2	SCZ, Worry	0.9033	0.9715	7:127175236	0.9999	NA
2	SCZ, Worry	0.9032	0.9715	7:127175236	0.9999	NA
2	SCZ, Worry	0.9032	0.9715	7:127175236	0.9999	NA
2	SCZ, Worry	0.9032	0.9715	7:127175236	0.9999	NA
2	SCZ, Worry	0.9032	0.9715	7:127175236	0.9999	NA
2	SCZ, Worry	0.9033	0.9715	7:127175236	0.9999	NA
2	SCZ, Worry	0.9033	0.9715	7:127175236	0.9999	NA
2	SCZ, Worry	0.9033	0.9715	7:127175236	0.9999	NA
2	SCZ, Worry	0.9033	0.9715	7:127175236	0.9999	NA
2	SCZ, Worry	0.9114	0.9715	7:127175236	0.9999	NA
2	SCZ, Worry	0.9356	0.9715	7:127175236	0.9999	NA
3	ibd, pct, uc	0.8325	0.8382	7:128573967	0.9983	NA
3	ibd, pct, uc	0.8325	0.8382	7:128573967	0.9983	NA
2	bipolar, mcv	0.9187	0.9484	7:1091644	1	NA
3	Klarin_LDL, Klarin_TC	0.9878	1	7:1052353	0.2803	NA
2	Klarin_LDL, Klarin_TC	0.992	1	7:1052353	0.3274	NA
2	Klarin_LDL, Klarin_TC	0.992	1	7:1052353	0.3274	NA
1	bipolar, SCZ	0.9999	1	7:129342043	1	NA
3	baso_neut_sum, gran, myeloid_wbc, neut, neut_eo_sum, wbc	0.8201	0.8275	7:129242076	0.9996	NA
2	cad, mpv, plt	0.9741	0.9755	7:129663496	1	NA
1	cad, Klarin_HDL, Klarin_TG, T2D	0.9033	0.9383	7:130432481	0.8906	NA
2	bipolar, SCZ	1	1	7:130629493	1	NA
13	eo_p, eo_p_gran, neut_p_gran	0.976	0.9816	7:130673153	0.9392	NA
1	bipolar, SCZ	1	1	7:130629493	1	NA
2	baso_neut_sum, gran, myeloid_wbc, neut, neut_eo_sum, pct, plt, wbc	0.9592	0.9649	7:130761235	0.9841	NA
4	Klarin_HDL, Klarin_TG	0.7339	0.7385	7:130585623	0.6377	NA
19	eo_p, neut_p_gran	0.9523	0.9553	7:130673153	0.8479	NA
1	bipolar, SCZ	1	1	7:133135776	1	NA
1	bipolar, SCZ	1	1	7:133135776	1	NA
1	bipolar, SCZ	1	1	7:133135776	1	NA
1	bipolar, SCZ	1	1	7:133135776	1	NA
1	bipolar, SCZ	1	1	7:133135776	1	NA
1	bipolar, SCZ	1	1	7:133135776	1	NA
1	bipolar, SCZ	1	1	7:133135776	1	NA
1	bipolar, SCZ	1	1	7:133135776	1	NA
1	bipolar, SCZ	1	1	7:133135776	1	NA
1	bipolar, SCZ	1	1	7:133135776	1	NA
1	bipolar, SCZ	1	1	7:133146663	1	NA
3	mpv, pct	0.9973	1	7:135311120	0.9965	NA
3	mpv, pct	0.9973	1	7:135311120	0.9965	NA
4	pdw, plt	0.9944	0.9994	7:135615009	0.4262	NA
1	bipolar, DepAffect, Worry	0.7189	0.7851	7:137053934	1	NA
1	bipolar, DepAffect, Worry	0.7189	0.7851	7:137053934	1	NA
1	bipolar, DepAffect, Worry	0.7189	0.7851	7:137053934	1	NA
1	bipolar, DepAffect, Worry	0.7189	0.7851	7:137053934	1	NA
3	baso_neut_sum, eo_p, eo_p_gran, gran, myeloid_wbc, neut, neut_eo_sum, neut_p, neut_p_gran, wbc	0.875	0.9791	7:148862863	0.4536	NA
5	mch, mcv	0.9608	0.9805	7:148517304	0.3616	NA
3	baso_neut_sum, eo_p, eo_p_gran, gran, myeloid_wbc, neut, neut_eo_sum, neut_p, neut_p_gran, wbc	0.8683	0.9791	7:148862863	0.4536	NA
6	mch, mcv	0.9608	0.9805	7:148517304	0.3616	NA
4	hct, hgb, rbc	0.9333	0.985	7:150543721	0.6224	NA
4	hct, hgb, rbc	0.9333	0.985	7:150543721	0.6224	NA
4	hct, hgb, rbc	0.9332	0.985	7:150543721	0.6224	NA
1	bipolar, SCZ	1	1	7:150893629	1	NA
2	hct, hgb, rbc	0.9317	0.985	7:150543721	0.6224	NA
3	Klarin_HDL, Klarin_TG	0.9851	0.998	7:150529449	0.5648	NA
3	hct, hgb, rbc, UKBB_sbp	0.9973	0.9997	7:151413194	1	NA
3	hct, hgb, rbc, UKBB_sbp	0.9973	0.9997	7:151413194	1	NA
3	hct, hgb, rbc, UKBB_sbp	0.9973	0.9997	7:151413194	1	NA
3	hct, hgb, rbc, UKBB_sbp	0.9973	0.9997	7:151413194	1	NA
3	hct, hgb, rbc, UKBB_sbp	0.9973	0.9997	7:151413194	1	NA
1	bipolar, SCZ	1	1	7:152758651	1	NA
1	bipolar, SCZ	0.9576	1	7:158737454	0.6781	NA
1	bipolar, SCZ	0.9999	1	7:17100273	1	NA
2	hlr, hlr_p, irf, mchc, ret, ret_p	0.9256	0.9281	7:16734891	0.9998	NA
3	cad, UKBB_sbp	1	1	7:19049388	1	NA
3	cad, UKBB_sbp	1	1	7:19049388	1	NA
3	cad, UKBB_sbp	1	1	7:19049388	1	NA
3	cad, UKBB_sbp	1	1	7:19049388	1	NA
3	cad, UKBB_sbp	1	1	7:19049388	1	NA
5	DepAffect, T2D	0.8346	0.8615	7:2032803	0.5147	NA
5	DepAffect, T2D	0.8344	0.8615	7:2032803	0.5147	NA
5	DepAffect, T2D	0.8344	0.8615	7:2032803	0.5147	NA
5	DepAffect, T2D	0.8344	0.8615	7:2032803	0.5147	NA
5	DepAffect, T2D	0.8343	0.8615	7:2032803	0.5147	NA
2	Klarin_LDL, Klarin_TC	0.9864	1	7:21615629	0.4049	NA
2	Klarin_LDL, Klarin_TC	0.9864	1	7:21615629	0.4049	NA
2	Klarin_LDL, Klarin_TC	0.9864	1	7:21615629	0.4049	NA
1	bipolar, SCZ, Asthma	0.7514	0.8604	7:22757270	1	NA
1	bipolar, SCZ, Asthma	0.7514	0.8604	7:22757270	1	NA
1	bipolar, SCZ, Asthma	0.7591	0.8604	7:22757270	1	NA
1	bipolar, SCZ	0.8284	1	7:23720985	0.7494	NA
1	bipolar, SCZ	0.8284	1	7:23720985	0.7494	NA
1	bipolar, SCZ	0.8284	1	7:23720985	0.7494	NA
3	Klarin_LDL, Klarin_TC	0.9561	0.957	7:25991826	1	NA
3	Klarin_LDL, Klarin_TC	0.9561	0.957	7:25991826	1	NA
3	Klarin_LDL, Klarin_TC	0.9561	0.957	7:25991826	1	NA
3	Klarin_LDL, Klarin_TC	0.9561	0.957	7:25991826	1	NA
3	Klarin_LDL, Klarin_TC	0.9561	0.957	7:25991826	1	NA
6	Klarin_LDL, Klarin_TC	0.9561	0.957	7:25991826	1	NA
13	mch, mcv, rbc	0.9325	0.9446	7:27208018	0.7217	NA
13	mch, mcv, rbc	0.9325	0.9446	7:27208018	0.7217	NA
13	mch, mcv, rbc	0.9325	0.9446	7:27208018	0.7217	NA
13	mch, mcv, rbc	0.9325	0.9446	7:27208018	0.7217	NA
10	lymph, Asthma	0.7541	0.7572	7:27172571	0.9956	NA
11	mch, mcv, rbc	0.9324	0.9446	7:27208018	0.7217	NA
1	bipolar, SCZ	0.999	1	7:2649819	1	NA
3	hlr, hlr_p, irf, ret, ret_p, UKBB_sbp	0.7206	0.7317	7:2528060	0.9476	NA
4	ibd, uc	0.971	0.9981	7:2789880	0.6567	NA
1	bipolar, SCZ	0.999	1	7:2649819	1	NA
3	hlr, hlr_p, irf, ret, ret_p, UKBB_sbp	0.7348	0.7376	7:2528060	1	NA
4	ibd, uc	0.971	0.9981	7:2789880	0.6567	NA
1	bipolar, SCZ	0.999	1	7:2649819	1	NA
3	ibd, uc	0.971	0.9981	7:2789880	0.6567	NA
1	bipolar, SCZ	0.999	1	7:2649819	1	NA
3	ibd, uc	0.971	0.9981	7:2789880	0.6567	NA
1	bipolar, SCZ	0.999	1	7:2649819	1	NA
3	ibd, uc	0.971	0.9981	7:2789880	0.6567	NA
1	bipolar, SCZ	0.999	1	7:2649819	1	NA
3	ibd, uc	0.971	0.9981	7:2789880	0.6567	NA
1	bipolar, SCZ	0.999	1	7:2649819	1	NA
3	ibd, uc	0.971	0.9981	7:2789880	0.6567	NA
4	eo_p, eo_p_gran, neut_p_gran	0.7423	0.7428	7:3076053	1	NA
1	bipolar, SCZ	0.999	1	7:2649819	1	NA
3	ibd, uc	0.971	0.9981	7:2789880	0.6567	NA
4	eo_p, eo_p_gran, neut_p_gran	0.7423	0.7428	7:3076053	1	NA
1	bipolar, SCZ	0.999	1	7:2649819	1	NA
3	eo_p, eo_p_gran, neut_p_gran	0.9886	1	7:3104603	0.5698	NA
4	ibd, uc	0.971	0.9981	7:2789880	0.6567	NA
1	bipolar, SCZ	0.999	1	7:2649819	1	NA
3	eo_p, eo_p_gran, neut_p_gran	0.9886	1	7:3104603	0.5698	NA
4	ibd, uc	0.971	0.9981	7:2789880	0.6567	NA
1	bipolar, SCZ	0.99	1	7:29113023	0.7924	NA
2	baso, baso_neut_sum, gran, gran_p_myeloid_wbc, hct, lymph_p, mono_p, myeloid_wbc, neut, neut_eo_sum, neut_p, wbc	0.7511	0.764	7:28884912	1	NA
3	hlr, hlr_p, ret, ret_p, T2D	0.9365	0.9383	7:30716643	1	NA
4	hlr, hlr_p, ret, ret_p	0.9835	0.999	7:32971236	0.8815	NA
3	eo_p, eo_p_gran, neut_p_gran	0.994	0.9999	7:37436854	0.8278	NA
1	bipolar, SCZ	0.8447	1	7:37926311	0.5899	NA
1	bipolar, SCZ	0.8447	1	7:37926311	0.5899	NA
1	bipolar, SCZ	0.8447	1	7:37926311	0.5899	NA
1	bipolar, SCZ	0.8447	1	7:37926311	0.5899	NA
1	bipolar, SCZ	0.8447	1	7:37926311	0.5899	NA
1	bipolar, SCZ	0.8447	1	7:37926311	0.5899	NA
1	bipolar, SCZ	0.8447	1	7:37926311	0.5899	NA
5	lymph, lymph_p, neut_p	0.9084	0.994	7:40097798	0.2424	NA
4	lymph, lymph_p, neut_p	0.9631	0.9906	7:40169196	0.5643	NA
4	lymph, lymph_p, neut_p	0.9705	0.9898	7:40169196	0.9843	NA
6	lymph, lymph_p, neut_p	0.8174	0.883	7:40247794	0.2079	NA
6	lymph, lymph_p, neut_p	0.8174	0.883	7:40247794	0.2079	NA
1	bipolar, SCZ	0.9987	1	7:41463566	1	NA
17	Klarin_LDL, Klarin_TC	0.9433	0.9587	7:41382433	0.2558	NA
1	bipolar, SCZ	0.9987	1	7:41463566	1	NA
17	Klarin_LDL, Klarin_TC	0.9433	0.9587	7:41382433	0.2558	NA
1	bipolar, SCZ	0.9987	1	7:41463566	1	NA
17	Klarin_LDL, Klarin_TC	0.9433	0.9587	7:41382433	0.2558	NA
1	bipolar, SCZ	0.9865	1	7:44204322	1	NA
1	bipolar, SCZ	0.9865	1	7:44204322	1	NA
3	mch, mchc, mcv, mpv, pct, plt, rbc	0.9355	0.9526	7:44870933	0.8844	NA
5	cad, Klarin_LDL, Klarin_TC, UKBB_chol	0.9441	0.9688	7:44581986	1	NA
5	cad, Klarin_LDL, Klarin_TC, UKBB_chol	0.9441	0.9688	7:44581986	1	NA
5	cad, Klarin_LDL, Klarin_TC, UKBB_chol	0.9442	0.9688	7:44581986	1	NA
5	cad, Klarin_LDL, Klarin_TC, UKBB_chol	0.9442	0.9688	7:44581986	1	NA
5	cad, Klarin_LDL, Klarin_TC, UKBB_chol	0.9442	0.9688	7:44581986	1	NA
5	cad, Klarin_LDL, Klarin_TC, UKBB_chol	0.9442	0.9688	7:44581986	1	NA
5	Klarin_LDL, Klarin_TC, UKBB_chol	0.9507	0.9997	7:44602187	0.4157	NA
2	gran_p_myeloid_wbc, mono_p	0.9904	0.9997	7:45009341	0.7291	NA
5	eo_p, eo_p_gran, myeloid_wbc, neut_p, neut_p_gran	0.7168	0.7902	7:50258313	1	NA
6	crohns, ibd, wbc	0.9674	0.9859	7:50304461	0.998	NA
7	baso, baso_p	0.957	0.9573	7:50256069	0.9999	NA
5	eo_p, eo_p_gran, myeloid_wbc, neut_p, neut_p_gran	0.7168	0.7902	7:50258313	1	NA
6	crohns, ibd, wbc	0.9674	0.9859	7:50304461	0.998	NA
7	baso, baso_p	0.957	0.9573	7:50256069	0.9999	NA
5	eo_p, eo_p_gran, neut_p_gran	0.9761	0.998	7:50807183	0.5392	NA
3	eo_p, eo_p_gran, mch, mcv, mono, neut_p_gran, rbc	0.8281	0.9406	7:50807183	0.6001	NA
9	gran_p_myeloid_wbc, mono_p	0.9963	0.9996	7:50681256	0.8043	NA
1	bipolar, SCZ	1	1	7:68025258	1	NA
3	UKBB_sbp, T2D	0.7157	0.8225	7:69764103	0.1357	NA
3	UKBB_sbp, T2D	0.7182	0.8237	7:69764103	0.1358	NA
3	UKBB_sbp, T2D	0.7506	0.8297	7:69764103	0.164	NA
3	UKBB_sbp, T2D	0.7507	0.8297	7:69764103	0.164	NA
3	UKBB_sbp, T2D	0.7526	0.8296	7:69764103	0.1669	NA
3	UKBB_sbp, T2D	0.7543	0.8298	7:69764103	0.168	NA
3	UKBB_sbp, T2D	0.7586	0.8321	7:69764103	0.1726	NA
1	bipolar, SCZ	0.9986	1	7:73187651	0.999	NA
1	bipolar, SCZ	0.9986	1	7:73187651	0.999	NA
1	bipolar, SCZ	0.9986	1	7:73187651	0.999	NA
1	bipolar, SCZ	0.9986	1	7:73187651	0.999	NA
1	bipolar, SCZ	0.9986	1	7:73187651	0.999	NA
1	bipolar, SCZ	0.9986	1	7:73187651	0.999	NA
1	bipolar, SCZ	0.9986	1	7:73187651	0.999	NA
1	bipolar, SCZ	0.9986	1	7:73187651	0.999	NA
1	bipolar, SCZ	0.9986	1	7:73187651	0.999	NA
1	bipolar, SCZ	0.9986	1	7:73187651	0.999	NA
5	ibd, uc	0.7151	0.7374	7:73187517	0.3857	NA
1	bipolar, SCZ	1	1	7:73898515	1	NA
5	eo_p, eo_p_gran, neut_p_gran	0.9971	1	7:75408687	0.9874	NA
8	Klarin_HDL, UKBB_sbp, BMI	0.7347	0.7701	7:75163169	0.8526	NA
5	eo_p, eo_p_gran, neut_p_gran	0.9971	1	7:75408687	0.9874	NA
8	Klarin_HDL, UKBB_sbp, BMI	0.7347	0.7701	7:75163169	0.8526	NA
4	eo_p, eo_p_gran, neut_p_gran	1	1	7:75442730	1	NA
8	Klarin_HDL, UKBB_sbp, BMI	0.7347	0.7701	7:75163169	0.8526	NA
1	bipolar, SCZ	1	1	7:76820800	1	NA
1	bipolar, SCZ	1	1	7:76820800	1	NA
1	bipolar, SCZ	0.9999	1	7:78403690	1	NA
1	bipolar, SCZ, Worry	0.9823	0.9971	7:86325620	1	NA
1	bipolar, SCZ, Worry	0.9823	0.9971	7:86325620	1	NA
1	bipolar, SCZ, Worry	0.9823	0.9971	7:86325620	1	NA
1	bipolar, SCZ, Worry	0.9823	0.9971	7:86325620	1	NA
1	bipolar, SCZ, Worry	0.9823	0.9971	7:86325620	1	NA
1	bipolar, SCZ, Worry	0.9823	0.9971	7:86325620	1	NA
1	SCZ, UKBB_sbp	0.9391	0.9957	7:91571074	0.9655	NA
1	mch, mcv, rbc, rdw	0.9711	0.9815	7:92247112	0.9985	NA
4	gran_p_myeloid_wbc, mono_p	0.9011	1	7:92236164	0.6308	NA
1	mch, mcv, rbc, rdw	0.9711	0.9815	7:92247112	0.9985	NA
4	gran_p_myeloid_wbc, mono_p	0.9011	1	7:92236164	0.6308	NA
1	mch, mcv, rbc, rdw	0.9711	0.9815	7:92247112	0.9985	NA
4	gran_p_myeloid_wbc, mono_p	0.9011	1	7:92236164	0.6308	NA
1	mch, mcv, rbc, rdw	0.9711	0.9815	7:92247112	0.9985	NA
4	gran_p_myeloid_wbc, mono_p	0.9011	1	7:92236164	0.6308	NA
1	mch, mcv, rbc, rdw	0.9712	0.9815	7:92247112	0.9985	NA
4	gran_p_myeloid_wbc, mono_p	0.9011	1	7:92236164	0.6308	NA
1	mch, mcv, rbc, rdw	0.9712	0.9815	7:92247112	0.9985	NA
4	gran_p_myeloid_wbc, mono_p	0.9011	1	7:92236164	0.6308	NA
1	mch, mcv, rbc, rdw	0.9712	0.9815	7:92247112	0.9985	NA
4	gran_p_myeloid_wbc, mono_p	0.9011	1	7:92236164	0.6308	NA
1	bipolar, SCZ	1	1	7:95131217	1	NA
1	bipolar, SCZ	1	1	7:95131217	1	NA
2	bipolar, BMI	0.8016	0.8035	8:10260553	1	NA
